;Con;Contp;PP;Reg;AgtId;Agt;Dat;Status;Lgt;N_characters;Agtp;Stage;StageSub;ThrdPart;OthAgr;Loc1ISO;Loc2ISO;UcdpCon;UcdpAgr;CowWar;GeWom;GeMe;GeMeOth;GeSo;GeLgbti;GeFa;HrGen;EqGen;HrDem;Prot;HrFra;HrCp;HrNi;HrMob;HrMob;HrDet;Med;HrCit
1368;Senegal;Government/territory;67.0;Africa (excl MENA);1720;Toubacouta Communique;1991-03-29;Multiparty signed/agreed;1;1718;Intra;Pre;Conf;;;SEN;;375;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1369;Serbia;Government/territory;150.0;Europe and Eurasia;1430;Demilitarization Statement (Konculj Agreement);2001-05-20;Unilateral document;2;3845;Intra;Cea;Ceas;"Witnessed, Shawn F. Sullivan, NATO Head of Office in the FRY
";"Page 1-2, 
...Calls upon the international community and the Serbian and FRY Governments to keep its commitments to the ethnic Albanian community in the municipalities of Presevo, Medveda and Bujanovac, as detailed in the Serbian Program for the Solution of the Crisis in Southern Serbia and as outlined in statements made by OSCE, NATO, EU, UNHCR and the rest of the international community, to facilitate our integration into civil life...";;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0
1370;Serbia;Government/territory;150.0;Europe and Eurasia;1428;Teksti integral i Marrëveshjes së nënshkruar nё Konçul;2001-03-12;Unilateral document;2;4228;Intra;Cea;Ceas;Witnessed, P.C. Feith, Personal Representative of General Secretary of NATO;"Page 1, 4. 
The agreement applies to all armed and paramilitary forces, including the police within or close to the borders of the Security Zone, which are defined in the Military Technical Agreement and Resolution 1244 of the United Nations Security Council.  

Page 2, 8. RESTRICTIONS 
a) The parties accept that KOMFOR at this stage shall keep the authority under the terms of the Military Technical Agreement in the Ground Safety Zone and Air Safety Zone. They accept KOMFOR as the only authority, which decides whether and under what conditions, the FRY forces are allowed to control and to return gradually to the Ground Safety Zone. If it decides to allow such re-entry, the zones in which the FRY forces can enter will be defined geographically and such definition will replace previous references, given in this agreement to “current locations”. In all other aspects, the given conditions will continue to apply.";;;;;;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0
1371;Serbia;Government/territory;150.0;Europe and Eurasia;1431;Program for the Solution of the Crisis in the Pcinja District (Covic Plan) ;2001-02-01;Agreement with subsequent status;11;19977;Intra;SubPar;MultIss;;"Page 3, Annex 5: Agreement on the solution of the crisis in Bujanovac, Presevo and Medvedja municipalities, 9.
If the organizations and groups of armed extremists do not accept the disarmament and disbanding of the extremist organization, the Federal Republic of Yugoslavia and the Republic of Serbia shall continue the implementation of the provisions of article 4 paragraphs 2) and 3) of this Agreement until the level of 10%, and the competent international organizations shall ensure that the UNSC and KFOR, in accordance with article 1 paragraph 4 a) and article 5 of the Annex B of the Military Technical Agreement, force the armed extremists to withdraw from the GSZ, or give the approval to the Yugoslav security forces to do that by entering and staying in the GSZ.";;;;;;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;3;0
1372;Sierra Leone;Government;77.0;Africa (excl MENA);1050;Communiqué on the Cessation of Hostilities between the Civil Defense Force (CDF) and the Revolutionary United Front (RUF);2001-05-15;Multiparty signed/agreed;1;848;Intra;Cea;Rel;Witnessed by UNAMSIL: Oluyemi Adeniji, Special Representative of the Secretary-General;Page 1:...in furtherance of the agreement reached in Abuja on 2 May 2001;SLE;;382;;898.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
1373;Sierra Leone;Government;77.0;Africa (excl MENA);320;Agreement of Ceasefire and Cessation of Hostilities between the Sierra Leone Government and the Revolutionary United Front (RUF) ('Abuja Ceasefire Agreement');2000-11-10;Multiparty signed/agreed;5;4967;Intra;Cea;Ceas;"Witnesses: Joseph Laryea, Deputy Minister of Foreign Affairs Representing the Republic of Ghana; Rouguiatou Diállo, Acting Chargé d'Affairs of the Embassy of Guinea in Nigeria Representing the Republic of Guinea; Daniel Chea, Sr. Minister of National Defence Representing the Republic of Liberia; Modibo Sidibé, Minister of Foreign Affairs and of Malians Abroad Representing the Republic of Mali; Lamido Sule, Minister of Foreign Affairs Representing the Federal Republic of Nigeria; Api Assoumatine, Ambassador of the Togolese Republic in Nigeria Representing the Togolese Republic; Lansana Kouyate, ECOWAS Executive Secretary; Oluyemi Adjeniji, Secretary-General's Special Representative in Sierra Leone ";"Page 2, Untitled Preamble: Also reaffirming their commitment to the Lome Peace agreement of 7 July 1999 as the framework  for the restoration of genuine and lasting
peace to the country;
";SLE;;382;1143.0;898.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
1374;Sierra Leone;Government;77.0;Africa (excl MENA);478;Peace Agreement between the Government of Sierra Leone and the Revolutionary United Front of Sierra Leone (RUF/SL) (Lome Agreement);1999-07-07;Multiparty signed/agreed;28;53965;Intra;SubComp;FrAg;"His Excellency Gnassingbe Eyadema, President of the Togolese Republic Chairman of ECOWAS;
His Excellency Blaise Compaore, President of Burkina Faso; 
His Excellency Dahkpanah Dr. Charles Ghankey Taylor, President of the Republic of Liberia;
His Excellency Olusegun Obasanjo, President and Commander-in-Chief of the Armed Forces of the Federal Republic of Nigeria;
His Excellency Youssoufou Bamba, Secretary of State at the Foreign Mission in charge of International Cooperation of Cote d'Ivoire;
His Excellency Victor Gbeho, Minister of Foreign Affairs of the Republic of Ghana;
Mr. Roger Laloupo, Representative of the ECOWAS Special Representative; 
Ms. Adwoa Coleman, Representative Organization of African Unity. 
Ambassador Francis G. Okelo, Executive Secretary of the United Nations Secretary General 
Dr. Moses K.Z. Anafu, Representative of the Commonwealth of Nations 

Page 20, PART SEVEN, MORAL GUARANTORS AND INTERNATIONAL SUPPORT, ARTICLE XXXIV, MORAL GUARANTORS:
The Government of the Togolese Republic, the United Nations, the OAU, ECOWAS and the Commonwealth of Nations shall stand as Moral Guarantors that this Peace Agreement is implemented with integrity and in good faith by both parties.
 
";"Page 1, Untitled Preamble:...Recalling earlier initiatives undertaken by the countries of the sub-region and the International Community, aimed at bringing about a negotiated settlement of the conflict in Sierra Leone, and culminating in the Abidjan Peace Agreement of 30 November, 1996 and the ECOWAS Peace Plan of 23 October, 1997;

Page 1, Untitled Preamble:...Guided by the Declaration in the Final Communiqué of the Meeting in Lome of the Ministers of Foreign Affairs of ECOWAS of 25 May 1999...

Page 2, Untitled Preamble:...Recommitting themselves to the total observance and compliance with the Cease-fire Agreement signed in Lome on 18 May 1999, and appended as Annex 1 until the signing of the present Peace Agreement;";SLE;;382;1013.0;898.0;1;1;0;0;0;0;1;1;1;2;3;1;1;1;1;0;2;0
1375;Sierra Leone;Government;77.0;Africa (excl MENA);63;Statement by the Government of Sierra Leone and the Revolutionary United Front of Sierra Leone on the Delivery of Humanitarian Assistance in Sierra Leone;1999-06-03;Multiparty signed/agreed;2;3324;Intra;Imp;ExtSub;Unsigned Annex of the Lome Agreement;Page 1, Untitled Preamble, Para 3: Reiterate their commitment to the implementation of the Ceasefire Agreement signed by the two parties on 18th May 1999 in Lome.;SLE;;382;;898.0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0
1376;Sierra Leone;Government;77.0;Africa (excl MENA);62;Statement by the Government of Sierra Leone and the Revolutionary United Front of Sierra Leone on the Release of Prisoners of War and Non-combatants;1999-06-02;Multiparty signed/agreed;1;1261;Intra;Imp;ImpMod;"unsigned annex of Lome agreement
";Page 1, Para 1: The Government of Sierra Leone (GOSL) and the Revolutionary United Front (RUF/SL) have agreed to implement as soon as possible the provision of the Ceasefire Agreement  which was  signed on  18 May 1999 in Lome, relating to the immediate release of prisoners of war and non-combatants.;SLE;;382;;898.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1377;Sierra Leone;Government;77.0;Africa (excl MENA);260;Agreement on Ceasefire in Sierra Leone;1999-05-18;Multiparty signed/agreed;3;2942;Intra;Cea;Ceas;"Witnesses: For the Government of Togo and Chairman of ECOWAS: Gnassingbe EYADEMA, President of the Togolese Republic; For the United Nations: Francis G. OKELO,Special Representative of the Secretary-General for Sierra Leone; For the Organization of African Unity (OAU): Adwoa COLEMAN, Representative of the Organization of African Unity; Reverend Jesse JACKSON, United States Presidential Special Envoy for the Promotion of Democracy in Africa.	

";;SLE;;382;;898.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
1378;Sierra Leone;Government;77.0;Africa (excl MENA);330;Economic Community of West African States six-month peace plan for Sierra Leone (23 October 1997-22 April 1997) (Conakry Peace Plan);1997-10-23;Multiparty signed/agreed;4;6857;Intra;Imp;ImpMod;"Witnesses
For the United Nations: 
(Signed) Ibrahima FALL, Assistant Secretary-General

For the Organization of African Unity:
(Signed) Adwoa COLEMAN, OAU Representative";Page 1, Preamble: Pursuant to the mandate of the Economic Community of West African States (ECOWAS) to implement proposals for the resolution of the Sierra Leone crisis contained in the final communiqué issued at Conakry on 26 June 1997...;SLE;;382;;863.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
1379;Sierra Leone;Government;77.0;Africa (excl MENA);374;Communiqué issued at Conakry on 23 October 1997 at the conclusion of the meeting between the Ministers of Foreign Affairs of the Committee of Five on Sierra Leone of the Economic Community of West African States and the delegation representing Major Johnny Paul Koromah;1997-10-23;Multiparty signed/agreed;2;3700;InterIntra;SubPar;MultIss;"Witnesses
For the United Nations: 
(Signed) Ibrahima FALL, Assistant Secretary-General

For the Organization of African Unity:
(Signed) Adwoa COLEMAN, OAU Representative";"Page 1, 2: In continuation of the negotiations initiated at Abidjan on 17 and 18 and 29 and 30 July 1997, the Committee held discussions with an enlarged delegation representing Major Johnny Paul Koromah.

Page 1, 3:...It recalled the ECOWAS decisions concerning the monitoring of the ceasefire, the imposition of sanctions and the embargo, as well as the restoration of peace to Sierra Leone by the ECOWAS Military Observer Group (ECOMOG). It also recalled Security Council resolution 1132 (1997) of 8 October 1997 placing an embargo on Sierra Leone.

Page 1, 6:...In the spirit of the Abidjan Accord and in the context of this agreement...";SLE;;382;;863.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1380;Sierra Leone;Government;77.0;Africa (excl MENA);476;Peace Agreement between the Government of the Republic of Sierra Leone and the Revolutionary United Front of Sierra Leone, signed at Abidjan ('Abidjan Accord');1996-11-30;Multiparty signed/agreed;11;19399;Intra;SubComp;FrAg;"(Signed) Henri Konan BEDIE, President of the Republic of Côte d'Ivoire;
(Signed) Berhanu DINKA, Special Envoy of the United Nations Secretary-General for Sierra Leone;
(Signed) Adwoa COLEMAN, Representative of the Organization of African Unity (OAU)
(Signed) Moses ANAFU, Representative of the Commonwealth Organization";;SLE;;382;1011.0;863.0;0;0;0;0;0;0;1;1;3;1;3;1;3;0;0;0;3;1
1381;Slovenia;Government/territory;141.0;Europe and Eurasia;1228;Proposal by the President of the Presidency of FSRY accepted by the Presidency of Slovenia regarding the Crisis in Slovenia;1991-07-02;Multiparty signed/agreed;1;843;Intra;Cea;Ceas;;;SVN;;384;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1382;Solomon Islands;Inter-group;89.0;Asia and Pacific;1663;Marau Peace Agreement;2001-02-07;Multiparty signed/agreed;16;16303;Intra;Imp;ExtSub;"Witnessed by:
Jeremy Rua, Supreme Commander, Former-Malaita Eagle Force [Signed]
Andrew G. Nori, Chief Negotiator/Spokesman, Former-Malaita Eagle Force [Signed]
Manasseh Maelanga, Commander Para-Military, Former-Malaita Eagle Force [Signed]

Wilson Riropo [Signed]
C. Gilson [Signed]
Eddie Marahare [Signed]
[Unintelligible] [Signed]";"Townsville Agreement; ";SLB;;;;;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0
1383;Solomon Islands;Inter-group;89.0;Asia and Pacific;80;Townsville Peace Agreement;2000-10-15;Multiparty signed/agreed;30;35346;Intra;SubPar;MultIss;;"Page 2, Preamble 
... AND WHEREAS in pursuit of the quest for peaceful resolution of the crisis, the SIG facilitated and secured the signing of the following main agreements – 
	•	(a) The Honiara Peace Accord dated 28 June, 1999; and
	•	(b) The Panatina Agreement 12th August 1999
	•	(c) The Marau Communiqué dated 15 July, 1999
	•	(d) Memorandum of Understanding between SIG and GPG, 13th June 1999
	•	(e) Buala Peace Communique 5 May 2000
	•	(f) Auki Communique 12 May 2000";SLB;;;;;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0
1384;Solomon Islands;Inter-group;89.0;Asia and Pacific;399;Honiara Peace Accord;1999-06-28;Multiparty signed/agreed;4;9269;Intra;SubPar;MultIss;"WITNESSED BY:
Solomon Sunaone Mamaloni, MP
LEADER OF THE OPPOSITION

Honourable Tommy Chan, MP
LEADER OF THE INDEPENDENT GROUP

Honourable Mark Kemakeza
PREMIER, CENTRAL ISLANDS PROVINCE

Honourable Joini Tutua
DEPUTY PREMIER, CHOISEUL PROVINCE";;SLB;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1385;Somalia;Government/territory;94.0;Africa (excl MENA);1712;Communique: The Mogadishu Declaration of the National Consultative Forum ;2015-12-16;Multiparty signed/agreed;2;3963;Intra;SubPar;Iss;;;SOM;;337;;938.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1386;Somalia;Inter-group;112.0;Africa (excl MENA);1961;Galkayo City Ceasefire;2015-12-02;Multiparty signed/agreed;1;535;IntraLocal;Cea;Ceas;"mediated by Prime Minister Omar Abdirashid Ali Sharmarke 
with support from the UN, EU, IGAD, and clan elders ";;SOM;;NA ;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1387;Somalia;Government/territory;94.0;Africa (excl MENA);797;Central Regions State Formation Agreement (Mudug and Galgadug);2014-07-30;Multiparty signed/agreed;4;4490;IntraLocal;SubPar;Iss;"Witnesses
EU Special Envoy for Somalia, Amb. Michele Cervone; IGAD Special Envoy for Somalia, Amb. Muhammed Affey; UNISOM Special Representative to Secretary-General, Amb. Nicholas Kay; African Union, The Acting Special Representative and Deputy Special Representative of the Chairperson of African Union Commission, Hon. Lydia Wanyoto Mutende.";Provisional Constitution of the Federal Government of Somalia;SOM;;337;;938.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1388;Somalia;Government/territory;94.0;Africa (excl MENA);795;Agreement: An Inclusive Interim Administration for the South West Regions of Somalia (Bay, Bakol and Lower Shabelle);2014-06-22;Multiparty signed/agreed;3;4435;IntraLocal;SubPar;Iss;Somali Federal Government;;SOM;;337;;938.0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
1389;Somalia;Government/territory;94.0;Africa (excl MENA);791;Agreement between the Federal Government of Somalia and Jubba Delegation;2013-08-27;Multiparty signed/agreed;4;10989;Intra;SubPar;Iss;IGAD Chair of the Council of Foreign Ministers;"Comminique of the meeting of the heads of state and government of IGAD at the 21st Extra-ordinary summit on 24th May 2013; Provisional Constitution of FGS";SOM;;337;;938.0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
1390;Somalia;Government/territory;94.0;Africa (excl MENA);1403;Consultative Meeting of the Somali Signatories of the Process for Ending the Transition (End of Transition Roadmap);2012-08-06;Multiparty signed/agreed;2;3361;Intra;Imp;ImpMod;;;SOM;;337;;938.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1391;Somalia;Government/territory;94.0;Africa (excl MENA);1360;Provisional Constitution of The Federal Republic of Somalia;2012-08-01;Multiparty signed/agreed;66;142251;Intra;SubComp;FrCons;;;SOM;;337;;938.0;1;0;0;0;0;1;1;3;2;3;0;1;3;0;0;1;1;3
1392;Somalia;Government/territory;94.0;Africa (excl MENA);782;Protocol Establishing the Somali National Constituent Assembly;2012-06-22;Multiparty signed/agreed;7;12732;Intra;Imp;ImpMod;"The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.
";"Previous agreements adopted at Kampala, Mogadishu, Garowe, Galka’yo and Addis Ababa; Protocol Establishing the Signatories Technical Facilitation Committee; The Somali Road map ";SOM;;337;;938.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1393;Somalia;Government/territory;94.0;Africa (excl MENA);783;"Protocol Establishing the Technical Selection Committee
";2012-06-22;Multiparty signed/agreed;6;11068;Intra;Imp;ExtSub;The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.;"Kampala Accord, the Somali Roadmap, the Garowe I & II Principles, the Galka’yo Agreement, and the Addis Ababa Communiqué; ";SOM;;337;;938.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1394;Somalia;Government/territory;94.0;Africa (excl MENA);779;"Protocol Establishing the Somali New Federal Parliament
";2012-06-22;Multiparty signed/agreed;3;4028;Intra;Imp;ImpMod;"The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.
";"Previous agreements adopted at Kampala, Mogadishu, Garowe and Galka’yo and Addis Ababa; ";SOM;;337;;938.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1395;Somalia;Government/territory;94.0;Africa (excl MENA);780;Joint Communiqué of the Consultative Meeting of the Signatories of the Process for Ending the Transition;2012-06-22;Multiparty signed/agreed;2;3696;Intra;Imp;ExtSub;The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.;"1. Protocol on the Technical Selection Committee;
2. Protocol establishing the Technical Facilitation Committee;
3. Protocol establishing the National Constituent Assembly;
4. Protocol establishing a new Somali Federal Parliament. 

The President also signed a Decree, witnessed by the Signatories, establishing a legal framework to conclude the constitutional making process through provisional adoption of the constitution by the National Constituent Assembly.

Provisional Constitution";SOM;;337;;938.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1396;Somalia;Government/territory;94.0;Africa (excl MENA);781;"Protocol Establishing the Signatories Technical Facilitation Committee
";2012-06-22;Multiparty signed/agreed;3;4520;Intra;Imp;ExtSub;"The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.
";Agreements adopted at Kampala, Mogadishu, Garowe, Galka’yo and Addis Ababa.;SOM;;337;;938.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1397;Somalia;Government/territory;94.0;Africa (excl MENA);745;Consultative Meeting on Ending the Transition in Somalia: Statement on Adoption of the Roadmap (Kampala Roadmap);2011-09-06;Multiparty signed/agreed;12;32368;Intra;SubComp;FrAg;"Augustine P. Mahiga, Special Representative of United Nations Secretary-General; Hon. Wafula Wamunyinyi, Deputy Special Representative of the Chairperson of the African Union Commission; Mohamed Said Omar, Senior Governance and Policy Advisor, IGAD; Mohamed Idris, Head of League of Arab States Mission in Somalia

3. ...Approximately three dozen stakeholders from the international community also participated in the proceedings, including: regional organisations, namely: European Unions, Inter-Governmental Authority on Development, League of Arab States and Organisation of the Islamic Conference.";Kampala Accords;SOM;;337;;938.0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1
1398;Somalia;Government;94.0;Africa (excl MENA);746;Agreement between the President of the Transitional Federal Government of Somalia and the Speaker of the Transitional Federal Parliament (The Kampala Accord);2011-06-09;Multiparty signed/agreed;3;6501;Intra;SubPar;Iss;"Page 1, Para 2, The meeting was held 'under the auspices of His Excellency President Yoweri Kaguta Museveni and the facilitation of the Special Representative of the United Nations Ambassador Augustine P. Mahiga'

Page 1, para 3, 'All parties were cognisant of the counsel from the United Nations Security Council in their meeting of the 25th May 2011 to reach an agreement on ending the transitional phase. Cognisant of the counsel of the ICG Meeting of June 3rd, 2011. Cognisant of the concerns of the Troop Contributing Countries not to squander significant military progress and the readiness by the Regional Heads of State (IGAD and EAC with the participation of the United Nations (UNPOS) and the African Union) to oversee and monitor and guide and agreement by the Transitional Federal Institutions on bringing an end [to] the Transitional Phase on 20 August, 2011 and thereafter bringing in a new dispensation.'";"Djibouti Agreement; Transitional Federal Charter";SOM;;337;;938.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1399;Somalia;Government;94.0;Africa (excl MENA);747;Agreement between the Transitional Federal Government of Somalia and Ahlu Sunna Waljama’a;2010-03-15;Multiparty signed/agreed;5;5347;Intra;SubPar;Iss;"This agreement has been signed in the presence of IGAD African Union, UNPOS, League of Arab States and IGAD Partners Forum Representatives.
H.E. Seyoum Mesfin, Minister of firegn Affairs of the FDRE and Chairperson of the IGAD Council of Ministers;
H.E. Dr. Jean Ping, Chairperson of the AU Commission;
H.E. Amb. Ahmedou Oul-dAbdallah, SRSG of the UN for Somalia;
H.E. Stefano A. Dejak, Amb. of Italy to Somalia for IGAD Partners forum;
H.E. Amb. Salim Alkussaibi, Sepcial Envoy of the League of Arab States to Somalia.";"Djibouti Agreement; Transitional Federal Charter of Somalia; Agreement signed on 21 June 2009 in Nairobi; The Communique on Somalia of the 34th Extraordinary Session of the IGAD Council of Ministers in Addis Ababa, Ethiopia on 30 January 2010.";SOM;;337;;938.0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
1400;Somalia;Government;94.0;Africa (excl MENA);743;Declaration of Cooperation between Ahlu Sunnah Wal Jamaa and the Government of Somalia;2009-06-21;Multiparty signed/agreed;1;563;Intra;Imp;ImpMod;;Djibouti Agreement;SOM;;337;;938.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1401;Somalia;Government;94.0;Africa (excl MENA);686;Decision on the High Level Committee, Djibouti Agreement;2008-11-25;Multiparty signed/agreed;2;3100;Intra;SubPar;Iss;"UN Special Representative of the Secretary-General signed by Ahmedou Ould-Abdallah; Minister of Religious Affairs and Waqf, Government of Djibouti. ";"Transitional Federal Charter; The October 26, 2008 Joint Agreement;";SOM;;337;1385.0;938.0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1402;Somalia;Government;94.0;Africa (excl MENA);741;Joint Declaration between the Transitional Federal Government and the Alliance for the Re-Liberation of Somalia(ARS);2008-10-26;Multiparty signed/agreed;1;1008;Intra;Ren;Reimp;;"Djibouti Agreement; the Transitional Federal Government ";SOM;;337;1556.0;938.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1403;Somalia;Government;94.0;Africa (excl MENA);742;Modalities for Implementation of Cessation of Armed Confrontation (Djibouti Agreement);2008-10-26;Multiparty signed/agreed;2;2233;Intra;Cea;Ceas;UN, AU;Djibouti Agreement;SOM;;337;;938.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
1404;Somalia;Government;94.0;Africa (excl MENA);740;Joint Statement between the Transitional Federal Government (TFG) and the Alliance for the Re-liberation of Somalia (ARS) on Somalia Emergency and Drought Relief;2008-09-21;Multiparty signed/agreed;1;1477;Intra;Imp;ExtSub;"Witnessed by:
Ahmedou Ould-Abdallah, UN Special Representative to Somalia;
Hamud A. Suldan, Minister of Islamic Affairs and Waqf, Djibouti";Joint Communique of 20 August 2008;SOM;;337;;938.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1405;Somalia;Government;94.0;Africa (excl MENA);825;Agreement between the Transitional Federal Government of Somalia (TFG) and the Alliance for the Re-Liberation of Somalia (ARS) (Djibouti Agreement);2008-08-18;Multiparty signed/agreed;3;5054;Intra;Pre;Conf;UN;;SOM;;337;1374.0;938.0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0
1406;Somalia;Inter-group;112.0;Africa (excl MENA);1856;Adadda Peace Agreement ;2007-03-10;Multiparty signed/agreed;1;1547;IntraLocal;SubComp;FrAg;;;SOM;;337;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1407;Somalia;Inter-group;113.0;Africa (excl MENA);1859;Peace Agreement between the Sa’ad and Saleman sub-clans;2007-02-18;Multiparty signed/agreed;1;1400;IntraLocal;SubComp;FrAg;;;SOM;;337;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1408;Somalia;Inter-group;112.0;Africa (excl MENA);1858;Final Agreement from the National Reconciliation Commission-led Initiative;2007-01-15;Multiparty signed/agreed;7;11489;IntraLocal;SubComp;FrAg;"Abdulahi Osman Du’ale, Vice chairman of Idale and chairman of the National Reconciliation Commission;
Minister National Reconciliations Subject;
Minister of National security;
Prime Minister of TFG;
The head of Somalia police force;
The head of Bay police forces;
The chairman of Bay region


Burhakabe District 
1. Sheikh Mohamed Nur Sheikh Hussein
2. Haji Malaq Aadan Abdirahman
3. Malaq Aamin Abdiyow Hussein
4. Malaq Haji Mohamed Malin Ali
5. Malaaq Yare Ali Osman
6. Malaq Abdi Salan Sheikh Ibrahim
7. Malaaq Osman Yarow Bulle
8. Malaaq Sidow Aadan Moalin
9. Malaaq Hilowle Hussien Ali Yarow
10. Mohamed Ali Gaab (the chairperson of security)
11. Abdi Rashid Hassan Ali (the vice person of station)
12. Mugwaal Nur Moalin (the chairperson of youth center)
13. Sharif Sheikh Yerow Sheikh Abdulatif
14. Haji Abdulahi Moalin Shati
15. Abdulahi Sidow Sheikh Yerow

Berdale District 
1. Sheikh Bayadir Sheikh Abdirahman Bababey 
2. Sheikh Aamin Abdi Aadan 
3. Malaaq Hussein Abdi Ali 
4. Hussein Hassan Moalin
5. Mohamed Mursal Aadan

Ufrow District 
1. Sheikh Haji Abduladif Sheikh Ibrahim 
2. Ugaas Hussein Mursal Ma’an
3. Haji Aadan Iiman Arab
4. Yusuf Moalin Abdow
5. Nurow Warsame Dheer
6. Abdow Qoore Warbuuk
7. Ugaas Isaaq Ibrahim Hassan

Durey- Eemid District 
1. Ali Sheikh Mohamed Nur Sheikh 
2. Hassan Mohamed Robow
3. Ibrahim Muqtar Ali

Qansaxadhere District 
1. Aliyow Sagaar Mohamed 
2. Mohamed Uudey Aadan 
3. Mad Isaaq Uburow
4. Cah Jerbey Hassan

";;SOM;;337;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1409;Somalia;Inter-group;112.0;Africa (excl MENA);1857;Idale Peace Agreement between the Hubeer and Yantaar;2006-12-31;Multiparty signed/agreed;2;1846;IntraLocal;Pre;Proc;;;SOM;;337;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1410;Somalia;Government;94.0;Africa (excl MENA);379;Final Communique of the 2nd Round of Talks between the Transitional Federal Government and the Islamic Courts;2006-09-04;Multiparty signed/agreed;1;3245;Intra;Pre;PreMix;"Witnesses: Dr Lam Akol Ajawin, Sudan Foreign Minister and Amb. Dr Salah Abdirisak Halima, Adviser of the SG of the Arab League

Present: UN, OIC, IGAD";Agreement signed in Khartoum, Sudan, 22 June 2006.;SOM;;337;;938.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1411;Somalia;Government;94.0;Africa (excl MENA);331;Communique Issued by the Meeting of the Ministerial Committee on Somalia;2006-06-22;Multiparty signed/agreed;2;3789;Intra;Pre;PreMix;Omar Hassan Ahmad Al-Bashir of the Republic of the Sudan;League of Arab States resolution 345;SOM;;337;;938.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1412;Somalia;Government;94.0;Africa (excl MENA);1068;Aden Declaration;2006-01-05;Multiparty signed/agreed;4;5251;Intra;Imp;ExtSub;Ali Abdullah Saleh, President of Yemen;Transitional Federal Charter;SOM;;337;;938.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
